Title,US_Gross,Worldwide_Gross,Production_Budget,Release_Date,MPAA_Rating,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Normalized_Release_Date
Anacondas: The Hunt for the Blood Orchid,31526393,70326393,25000000,27-Aug-04,PG-13,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,Dwight H. Little,0,4.3,9565,27-08-2004
Analyze That,32122249,54994757,60000000,6-Dec-02,R,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Harold Ramis,27,5.6,24090,06-12-2002
Analyze This,106885658,176885658,30000000,5-Mar-99,R,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Harold Ramis,68,6.6,52894,05-03-1999
Anastasia,58403409,139801410,53000000,14-Nov-97,G,20th Century Fox,Based on Book/Short Story,Musical,Factual,Don Bluth,85,6.6,16513,14-11-1997
Anatomie,9598,9598,2500000,8-Sep-00,Not Rated,Sony Pictures,Original Screenplay,Horror,,,0,6.1,6266,08-09-2000
Anchorman: The Legend of Ron Burgundy,84136909,89366354,25000000,9-Jul-04,PG-13,Dreamworks SKG,Original Screenplay,Comedy,Historical Fiction,Adam McKay,0,7.0,78249,09-07-2004
And Then Came Love,8158,8158,989000,1-Jun-07,Not Rated,Fox Meadow,,Comedy,,,17,4.4,200,01-06-2007
And When Did You Last See Your Father?,1071240,2476491,8000000,6-Jun-08,PG-13,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,,0,6.8,1798,06-06-2008
Angel Eyes,24044532,24044532,38000000,18-May-01,R,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,,32,5.5,11089,18-05-2001
Angela's Ashes,13038660,13038660,25000000,24-Dec-99,R,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Alan Parker,52,7.0,10185,24-12-1999
Angels & Demons,133375846,485975846,150000000,15-May-09,PG-13,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Ron Howard,35,6.7,60114,15-05-2009
Anger Management,135560942,195660942,56000000,11-Apr-03,PG-13,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Peter Segal,43,6.1,57088,11-04-2003
Anna and the King,39251128,39251128,75000000,17-Dec-99,PG-13,20th Century Fox,Based on Book/Short Story,Drama,Dramatization,Andy Tennant,51,6.5,14881,17-12-1999
Annie Get Your Gun,8000000,8000000,3768785,17-May-50,,MGM,Based on Book/Short Story,Musical,,,100,7.1,1326,17-05-1950
Annie Hall,38251425,38251425,4000000,20-Apr-77,,MGM,Original Screenplay,Comedy,,Woody Allen,98,8.2,65406,20-04-1977
Antitrust,10965209,10965209,30000000,12-Jan-01,PG-13,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,25,6.0,16263,12-01-2001
Antwone Fisher,21078145,23367586,12500000,19-Dec-02,PG-13,Fox Searchlight,Based on Real Life Events,Drama,Dramatization,Denzel Washington,79,7.3,13258,19-12-2002
Antz,90757863,152457863,60000000,2-Oct-98,PG,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Tim Johnson,95,6.8,37343,02-10-1998
Any Given Sunday,75530832,100230832,60000000,22-Dec-99,R,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,49,6.6,48477,22-12-1999
Anything Else,3203044,13203044,18000000,19-Sep-03,R,Dreamworks SKG,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,40,6.4,13010,19-09-2003
Anywhere But Here,18653615,18653615,23000000,12-Nov-99,PG-13,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Wayne Wang,64,5.9,8514,12-11-1999
Apocalypse Now,78800000,78800000,31500000,15-Aug-79,R,MGM,Based on Book/Short Story,Action,Historical Fiction,Francis Ford Coppola,98,8.6,173141,15-08-1979
Apocalypto,50866635,117785051,40000000,8-Dec-06,R,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,Mel Gibson,64,7.9,82162,08-12-2006
Apollo 13,172070496,334100000,65000000,30-Jun-95,PG,Universal,Based on Book/Short Story,Drama,Dramatization,Ron Howard,0,7.5,87605,30-06-1995
Appaloosa,20211394,26111394,20000000,19-Sep-08,R,Warner Bros.,Based on Book/Short Story,Western,Historical Fiction,Ed Harris,76,6.8,22836,19-09-2008
April Fool's Day,12947763,12947763,5000000,27-Mar-86,,Paramount Pictures,Original Screenplay,Horror,Contemporary Fiction,,31,0.0,0,27-03-1986
Aqua Teen Hunger Force: The Movie,5520368,5520368,750000,13-Apr-07,R,First Look,Based on TV,Comedy,Science Fiction,,0,0.0,0,13-04-2007
Aquamarine,18597342,22978953,17000000,3-Mar-06,PG,20th Century Fox,Based on Book/Short Story,Comedy,Fantasy,,52,4.6,9116,03-03-2006
Arachnophobia,53208180,53208180,31000000,18-Jul-90,,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Frank Marshall,85,6.2,20528,18-07-1990
Ararat,1693000,1693000,15500000,15-Nov-02,R,Miramax,Original Screenplay,Drama,Contemporary Fiction,Atom Egoyan,56,6.6,6763,15-11-2002
Are We There Yet?,82674398,97918663,20000000,21-Jan-05,PG,Sony Pictures,Original Screenplay,Romantic Comedy,Kids Fiction,Brian Levant,12,4.2,8740,21-01-2005
Arlington Road,24419219,24419219,21500000,9-Jul-99,R,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,60,7.2,36051,09-07-1999
Armageddon,201578182,554600000,140000000,1-Jul-98,PG-13,Walt Disney Pictures,Original Screenplay,Adventure,Contemporary Fiction,Michael Bay,42,6.1,194,01-07-1998
Army of Darkness,11502976,21502976,11000000,19-Feb-93,R,Universal,,Horror,Fantasy,Sam Raimi,0,7.6,55671,19-02-1993
Arn - Tempelriddaren,0,14900000,16500000,25-Dec-07,R,,Based on Book/Short Story,Action,Historical Fiction,,0,6.4,6251,25-12-2007
Arnolds Park,23616,23616,600000,19-Oct-07,PG-13,The Movie Partners,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,0,5.1,77,19-10-2007
Around the World in 80 Days,42000000,42000000,6000000,17-Oct-56,PG,United Artists,Based on Book/Short Story,Adventure,,,73,5.6,21516,17-10-1956
Arthur et les Minimoys,15132763,110102340,80000000,15-Dec-06,PG,Weinstein Co.,Based on Book/Short Story,Adventure,Fantasy,Luc Besson,0,5.9,7626,15-12-2006
Artie Lange's Beer League,475000,475000,2800000,15-Sep-06,R,Freestyle Releasing,Original Screenplay,Comedy,Contemporary Fiction,,0,0.0,0,15-09-2006
Artificial Intelligence: AI,78616689,235900000,90000000,29-Jun-01,PG-13,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,Steven Spielberg,0,6.9,91901,29-06-2001
As Good as it Gets,148478011,314111923,50000000,24-Dec-97,PG-13,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,James L. Brooks,85,7.8,92240,24-12-1997
Assassins,30306268,83306268,50000000,6-Oct-95,R,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,9,5.9,23370,06-10-1995
Assault On Precinct 13,20040895,36040895,30000000,19-Jan-05,R,Focus/Rogue Pictures,Remake,Action,Contemporary Fiction,,60,7.4,13456,19-01-2005
Astro Boy,19551067,44093014,65000000,23-Oct-09,PG,Summit Entertainment,Based on Comic/Graphic Novel,Adventure,Super Hero,David Bowers,0,6.4,5265,23-10-2009
AstÈrix aux Jeux Olympiques,999811,132999811,113500000,4-Jul-08,Not Rated,Alliance,Based on Comic/Graphic Novel,Adventure,Fantasy,,0,4.9,5620,04-07-2008
At First Sight,22365133,22365133,40000000,15-Jan-99,PG-13,MGM,Original Screenplay,Drama,Contemporary Fiction,,33,5.6,6872,15-01-1999
Atlantis: The Lost Empire,84052762,186049020,90000000,8-Jun-01,PG,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,Gary Trousdale,0,6.4,15552,08-06-2001
Atonement,50980159,129425746,30000000,7-Dec-07,R,Focus Features,Based on Book/Short Story,Drama,Contemporary Fiction,Joe Wright,83,7.9,75491,07-12-2007
August Rush,31664162,65627510,25000000,17-Nov-07,PG,Warner Bros.,Based on Real Life Events,Drama,Fantasy,,37,7.5,28650,17-11-2007
Austin Powers in Goldmember,213117789,292738626,63000000,25-Jul-02,PG-13,New Line,Original Screenplay,Comedy,Science Fiction,Jay Roach,54,6.2,69140,25-07-2002
Austin Powers: International Man of Mystery,53883989,67683989,18000000,2-May-97,PG-13,New Line,Original Screenplay,Comedy,Contemporary Fiction,Jay Roach,0,7.1,74487,02-05-1997
Austin Powers: The Spy Who Shagged Me,206040085,309600000,35000000,10-Jun-99,PG-13,New Line,Original Screenplay,Comedy,Historical Fiction,Jay Roach,0,6.6,81005,10-06-1999
Australia,49551662,207482792,78000000,26-Nov-08,PG-13,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Baz Luhrmann,54,6.8,38089,26-11-2008
Auto Focus,2062066,2703821,7000000,18-Oct-02,R,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,Paul Schrader,72,6.6,7236,18-10-2002
Autumn in New York,37752931,90717684,40000000,11-Aug-00,PG-13,MGM,Original Screenplay,Drama,Contemporary Fiction,Joan Chen,21,4.8,9309,11-08-2000
Avatar,760167650,,237000000,18-Dec-09,PG-13,20th Century Fox,Original Screenplay,Action,Science Fiction,James Cameron,83,8.3,261439,18-12-2009
Awake,14373825,30757745,8600000,30-Nov-07,R,Weinstein Co.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,24,6.5,26076,30-11-2007
Away We Go,9451946,10108016,21000000,5-Jun-09,R,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Sam Mendes,66,7.3,14929,05-06-2009
Ayurveda: Art of Being,16892,2066892,300000,19-Jul-02,Not Rated,Kino International,,Documentary,Factual,,0,7.3,181,19-07-2002
Babe,63658910,246100000,30000000,4-Aug-95,G,Universal,Based on Book/Short Story,Adventure,Contemporary Fiction,Chris Noonan,98,7.3,35644,04-08-1995
Babe: Pig in the City,18319860,69131860,80000000,25-Nov-98,G,Universal,Based on Book/Short Story,Adventure,Kids Fiction,George Miller,61,6.1,9918,25-11-1998
Babel,34302837,135302837,20000000,27-Oct-06,R,Paramount Vantage,Original Screenplay,Drama,Contemporary Fiction,Alejandro Gonzalez Inarritu,69,7.6,95122,27-10-2006
Baby Boy,28734552,28734552,16000000,27-Jun-01,R,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,John Singleton,69,6.1,4485,27-06-2001
Baby Geniuses,27151490,27151490,13000000,12-Mar-99,PG,Sony Pictures,Original Screenplay,Comedy,Kids Fiction,,2,2.2,9038,12-03-1999
Baby Mama,60494212,64391484,,25-Apr-08,PG-13,Universal,Original Screenplay,Comedy,Contemporary Fiction,,63,6.1,16128,25-04-2008
Baby's Day Out,16581575,16581575,50000000,1-Jul-94,PG,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Patrick Read Johnson,21,5.0,8332,01-07-1994
Babylon A.D.,22532572,70216497,45000000,29-Aug-08,PG-13,20th Century Fox,Based on Book/Short Story,Action,Science Fiction,Mathieu Kassovitz,7,5.3,27189,29-08-2008
Bacheha-Ye aseman,925402,925402,180000,22-Jan-99,PG,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,0,8.0,6657,22-01-1999
Back to the Future,210609762,381109762,19000000,3-Jul-85,,Universal,Original Screenplay,Adventure,Science Fiction,Robert Zemeckis,96,8.4,201598,03-07-1985
Back to the Future Part II,118450002,332000000,40000000,22-Nov-89,,Universal,Original Screenplay,Adventure,Science Fiction,Robert Zemeckis,64,7.5,87341,22-11-1989
Back to the Future Part III,87666629,243700000,40000000,24-May-90,,Universal,Original Screenplay,Adventure,Science Fiction,Robert Zemeckis,71,7.1,77541,24-05-1990
Bad Boys,65647413,141247413,23000000,7-Apr-95,R,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Bay,39,6.6,53929,07-04-1995
Bad Boys II,138540870,272940870,130000000,18-Jul-03,R,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Bay,24,6.2,58002,18-07-2003
Bad Company,30157016,69157016,70000000,7-Jun-02,PG-13,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Joel Schumacher,10,5.3,17901,07-06-2002
Bad Lieutenant: Port of Call New Orleans,1702112,8162545,25000000,20-Nov-09,R,First Look,Remake,Drama,Contemporary Fiction,Werner Herzog,87,0.0,0,20-11-2009
Bad Santa,60060328,60063017,18000000,26-Nov-03,R,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Terry Zwigoff,77,7.3,45022,26-11-2003
Bait,15325127,15471969,35000000,15-Sep-00,R,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,26,5.6,5143,15-09-2000
Ballistic: Ecks vs. Sever,14294842,14294842,70000000,20-Sep-02,R,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,0,3.4,11112,20-09-2002
Bamboozled,2185266,2373937,10000000,6-Oct-00,R,New Line,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,47,6.3,5958,06-10-2000
Bananas,,,2000000,28-Apr-71,PG-13,MGM,Original Screenplay,Comedy,,Woody Allen,89,7.1,12415,28-04-1971
Bandidas,0,10496317,35000000,22-Sep-06,PG-13,20th Century Fox,Original Screenplay,Western,Historical Fiction,,62,5.6,12103,22-09-2006
Bandits,41523271,71523271,75000000,12-Oct-01,PG-13,MGM,Original Screenplay,Comedy,Contemporary Fiction,Barry Levinson,63,6.5,30732,12-10-2001
Bang,527,527,10000,1-Apr-96,,JeTi Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,"\"Jeff \"\"\"\"King Jeff\"\"\"\" Hollins\"",0,6.3,369,01-04-1996
Bangkok Dangerous,15298133,46598133,45000000,5-Sep-08,R,Lionsgate,Remake,Action,Contemporary Fiction,Oxide Pang Chun,9,5.4,20931,05-09-2008
Banlieue 13,1200216,11208291,15000000,2-Jun-06,R,Magnolia Pictures,Original Screenplay,Action,Science Fiction,Pierre Morel,0,7.1,21427,02-06-2006
Barbarella,0,0,9000000,10-Oct-68,,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Science Fiction,,74,5.7,10794,10-10-1968
"Barbarians, The",800000,800000,4000000,"March, 1987",,,,,,,0,5.4,236,01-03-1987
Barbershop,75781642,77081642,12000000,13-Sep-02,PG-13,MGM,Original Screenplay,Comedy,Contemporary Fiction,Tim Story,82,6.2,11164,13-09-2002
Barbershop 2: Back in Business,65070412,65842412,18000000,6-Feb-04,PG-13,MGM,Original Screenplay,Comedy,Contemporary Fiction,,0,5.5,4848,06-02-2004
Barney's Great Adventure,11156471,11156471,15000000,3-Apr-98,G,Polygram,Based on TV,Adventure,Kids Fiction,,0,2.1,1456,03-04-1998
Barney's Version,0,0,30000000,,,,,,,,0,0.0,0,
Barnyard: The Original Party Animals,72779000,116618084,51000000,4-Aug-06,PG,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Steve Oedekerk,23,0.0,0,04-08-2006
Barry Lyndon,20000000,20000000,11000000,1975-01-01,,Warner Bros.,Based on Book/Short Story,Drama,,Stanley Kubrick,94,8.1,39909,01-01-1975
Basic,26599248,42598498,50000000,28-Mar-03,R,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,John McTiernan,21,6.3,25960,28-03-2003
Basic Instinct 2,5946136,35417162,70000000,31-Mar-06,R,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Michael Caton-Jones,7,3.9,16784,31-03-2006
Basquiat,2962051,2962051,3000000,9-Aug-96,R,Miramax,Based on Real Life Events,Drama,Dramatization,Julian Schnabel,69,6.7,7935,09-08-1996
Bathing Beauty,3500000,3500000,2361000,1944-01-01,,MGM,Original Screenplay,Musical,,,0,6.2,487,01-01-1944
Bathory,0,3436763,15000000,10-Jul-08,,,,,,,0,6.1,1446,10-07-2008
Batman,251188924,411348924,35000000,23-Jun-89,PG-13,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Tim Burton,71,7.6,111464,23-06-1989
Batman & Robin,107325195,238317814,125000000,20-Jun-97,PG-13,Warner Bros.,Original Screenplay,Action,Super Hero,Joel Schumacher,11,3.5,81283,20-06-1997
Batman - The Movie,0,0,1377800,21-Aug-01,,,,,,,0,0.0,0,21-08-2001
Batman Begins,205343774,372353017,150000000,15-Jun-05,PG-13,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Christopher Nolan,84,8.3,270641,15-06-2005
Batman Forever,184031112,336529144,100000000,16-Jun-95,PG-13,Warner Bros.,Original Screenplay,Action,Super Hero,Joel Schumacher,43,5.4,76218,16-06-1995
Batman Returns,162831698,266822354,80000000,18-Jun-92,PG-13,Warner Bros.,Original Screenplay,Action,Super Hero,Tim Burton,78,6.9,78673,18-06-1992
Bats,10155691,10155691,6500000,22-Oct-99,R,Sony/Columbia,Original Screenplay,Horror,Science Fiction,,17,3.3,5565,22-10-1999
Battle for the Planet of the Apes,8800000,8800000,1800000,1973-01-01,,20th Century Fox,,,Science Fiction,Jack Lee Thompson,38,5.0,6094,01-01-1973
Battlefield Earth: A Saga of the Year 3000,21471685,29725663,80000000,12-May-00,PG-13,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,,0,2.3,39316,12-05-2000
Be Cool,55849401,94849401,75000000,4-Mar-05,PG-13,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,F. Gary Gray,30,5.6,32082,04-03-2005
Be Kind Rewind,11175164,28505302,20000000,22-Feb-08,PG-13,New Line,Original Screenplay,Comedy,Contemporary Fiction,Michel Gondry,65,6.6,42470,22-02-2008
Beastmaster 2: Through the Portal of Time,773490,773490,6000000,30-Aug-91,,New Line,Based on Book/Short Story,,Fantasy,,17,3.3,1327,30-08-1991
Beautiful,3134509,3134509,9000000,29-Sep-00,PG-13,Destination Films,Original Screenplay,Drama,Contemporary Fiction,Sally Field,15,4.4,2238,29-09-2000
Beauty Shop,36351350,38351350,25000000,30-Mar-05,PG-13,MGM,Spin-Off,Comedy,Contemporary Fiction,Bille Woodruff,38,5.3,5468,30-03-2005
Beauty and the Beast,171340294,403476931,20000000,13-Nov-91,G,Walt Disney Pictures,Based on Book/Short Story,Musical,Fantasy,Gary Trousdale,93,3.4,354,13-11-1991
Beavis and Butt-head Do America,63118386,63118386,12000000,20-Dec-96,PG-13,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Mike Judge,71,6.6,22918,20-12-1996
Because of Winn-Dixie,32647042,33589427,15000000,18-Feb-05,PG,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Wayne Wang,53,6.1,3720,18-02-2005
Becoming Jane,18663911,37304637,16500000,3-Aug-07,PG,Miramax,Based on Real Life Events,Romantic Comedy,Dramatization,,58,7.0,15167,03-08-2007
Bedazzled,37879996,90376224,48000000,20-Oct-00,PG-13,20th Century Fox,Remake,Comedy,Contemporary Fiction,Harold Ramis,49,5.9,30946,20-10-2000
Bee Movie,126631277,287594577,150000000,2-Nov-07,PG,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Steve Hickner,51,6.3,30575,02-11-2007
Beetle Juice,73326666,73326666,15000000,30-Mar-88,,Warner Bros.,Original Screenplay,Comedy,Fantasy,Tim Burton,0,7.3,61197,30-03-1988
Before Sunrise,5274005,5274005,2500000,27-Jan-95,R,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Richard Linklater,100,8.0,39705,27-01-1995
Before Sunset,5792822,11293790,2000000,2-Jul-04,R,Warner Independent,Original Screenplay,Drama,Contemporary Fiction,Richard Linklater,95,8.0,45535,02-07-2004
Behind Enemy Lines,58855732,58855732,40000000,30-Nov-01,PG-13,20th Century Fox,Original Screenplay,Action,Historical Fiction,,36,6.1,32575,30-11-2001
Being John Malkovich,22858926,32382381,13000000,29-Oct-99,R,USA Films,Original Screenplay,Black Comedy,Fantasy,Spike Jonze,92,7.9,113568,29-10-1999
Being Julia,7739049,11039049,18000000,15-Oct-04,R,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,,76,7.1,7067,15-10-2004
Bella,8093373,9220041,3300000,26-Oct-07,PG-13,Roadside Attractions,Original Screenplay,Drama,Contemporary Fiction,,0,7.3,6562,26-10-2007
Beloved,22852487,22852487,53000000,16-Oct-98,R,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Jonathan Demme,77,5.3,102,16-10-1998
Ben-Hur,9000000,9000000,3900000,30-Dec-25,,MGM,Based on Book/Short Story,Adventure,,,0,8.2,58510,30-12-2025
Bend it Like Beckham,32543449,76583333,5000000,12-Mar-03,PG-13,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Gurinder Chadha,0,6.9,41052,12-03-2003
Benji,31559560,31559560,500000,15-Nov-74,,,Original Screenplay,Adventure,,,83,5.8,1801,15-11-1974
Beowulf,82195215,194995215,150000000,16-Nov-07,PG-13,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Robert Zemeckis,70,6.6,62513,16-11-2007
Best in Show,18621249,20695413,6000000,27-Sep-00,PG-13,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,94,7.4,24484,27-09-2000
Better Luck Tomorrow,3802390,3809226,250000,11-Apr-03,R,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Justin Lin,0,7.1,5959,11-04-2003
Betty Fisher et autres histoires,206400,206400,7500000,13-Sep-02,Not Rated,WellSpring,Based on Book/Short Story,Drama,,,0,6.9,1054,13-09-2002
Beverly Hills Cop,234760478,316300000,15000000,5-Dec-84,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Martin Brest,83,7.3,45065,05-12-1984
Beverly Hills Cop II,153665036,276665036,20000000,20-May-87,R,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,46,6.1,29712,20-05-1987
Beverly Hills Cop III,42586861,119180938,50000000,25-May-94,R,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,John Landis,10,5.0,21199,25-05-1994
Bewitched,63313159,131413159,80000000,24-Jun-05,PG-13,Sony Pictures,Based on TV,Comedy,Fantasy,Nora Ephron,24,4.8,26834,24-06-2005
Beyond Borders,4426297,11427090,60000000,24-Oct-03,R,Paramount Pictures,Original Screenplay,Drama,Historical Fiction,Martin Campbell,14,6.2,9575,24-10-2003
